"name","country","type","filterType","isMotorized","isMechanized","isHorsed","isCarrier","isRecon","isParatrooper","isEngineers","isCavalry","isOnBoat","isDropable","isTrain","isSubmarine","isSupplyShip","isConvoy","canCarryRockets","canCarryBombs","canCarryTorpedo","isInfantry","isFootInfantry","isTransportCandidate"
"AMR-33","Vichy France","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"AMR-33","France","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"AMR-35","Vichy France","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"AMR-35","France","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"AMX 40","France","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"ANBO IV","Lithuania","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"ANBO VIII","Lithuania","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Andrew Cunningham","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Andrew McNaughton","Canada","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Andrey Yeryomenko","Soviet Union","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
